ID,Name,Quick Move,Cinematic Move
151,MEW,DRAGON_TAIL_FAST,WILD_CHARGE
151,MEW,DRAGON_TAIL_FAST,DARK_PULSE
151,MEW,DRAGON_TAIL_FAST,DAZZLING_GLEAM
151,MEW,DRAGON_TAIL_FAST,SURF
151,MEW,INFESTATION_FAST,PSYCHIC
151,MEW,INFESTATION_FAST,ANCIENT_POWER
151,MEW,INFESTATION_FAST,DRAGON_CLAW
151,MEW,INFESTATION_FAST,PSYSHOCK
151,MEW,INFESTATION_FAST,ICE_BEAM
151,MEW,INFESTATION_FAST,BLIZZARD
151,MEW,INFESTATION_FAST,HYPER_BEAM
151,MEW,INFESTATION_FAST,SOLAR_BEAM
151,MEW,INFESTATION_FAST,THUNDERBOLT
151,MEW,INFESTATION_FAST,THUNDER
151,MEW,INFESTATION_FAST,FLAME_CHARGE
151,MEW,INFESTATION_FAST,LOW_SWEEP
151,MEW,INFESTATION_FAST,OVERHEAT
151,MEW,INFESTATION_FAST,FOCUS_BLAST
151,MEW,INFESTATION_FAST,ENERGY_BALL
151,MEW,INFESTATION_FAST,STONE_EDGE
151,MEW,INFESTATION_FAST,GYRO_BALL
151,MEW,INFESTATION_FAST,BULLDOZE
151,MEW,INFESTATION_FAST,ROCK_SLIDE
151,MEW,INFESTATION_FAST,GRASS_KNOT
151,MEW,INFESTATION_FAST,FLASH_CANNON
151,MEW,INFESTATION_FAST,WILD_CHARGE
151,MEW,INFESTATION_FAST,DARK_PULSE
151,MEW,INFESTATION_FAST,DAZZLING_GLEAM
151,MEW,INFESTATION_FAST,SURF
151,MEW,POISON_JAB_FAST,PSYCHIC
151,MEW,POISON_JAB_FAST,ANCIENT_POWER
151,MEW,POISON_JAB_FAST,DRAGON_CLAW
151,MEW,POISON_JAB_FAST,PSYSHOCK
151,MEW,POISON_JAB_FAST,ICE_BEAM
151,MEW,POISON_JAB_FAST,BLIZZARD
151,MEW,POISON_JAB_FAST,HYPER_BEAM
151,MEW,POISON_JAB_FAST,SOLAR_BEAM
151,MEW,POISON_JAB_FAST,THUNDERBOLT
151,MEW,POISON_JAB_FAST,THUNDER
151,MEW,POISON_JAB_FAST,FLAME_CHARGE
151,MEW,POISON_JAB_FAST,LOW_SWEEP
151,MEW,POISON_JAB_FAST,OVERHEAT
151,MEW,POISON_JAB_FAST,FOCUS_BLAST
151,MEW,POISON_JAB_FAST,ENERGY_BALL
151,MEW,POISON_JAB_FAST,STONE_EDGE
151,MEW,POISON_JAB_FAST,GYRO_BALL
151,MEW,POISON_JAB_FAST,BULLDOZE
151,MEW,POISON_JAB_FAST,ROCK_SLIDE
151,MEW,POISON_JAB_FAST,GRASS_KNOT
151,MEW,POISON_JAB_FAST,FLASH_CANNON
151,MEW,POISON_JAB_FAST,WILD_CHARGE
151,MEW,POISON_JAB_FAST,DARK_PULSE
151,MEW,POISON_JAB_FAST,DAZZLING_GLEAM
151,MEW,POISON_JAB_FAST,SURF
151,MEW,ROCK_SMASH_FAST,PSYCHIC
151,MEW,ROCK_SMASH_FAST,ANCIENT_POWER
151,MEW,ROCK_SMASH_FAST,DRAGON_CLAW
151,MEW,ROCK_SMASH_FAST,PSYSHOCK
151,MEW,ROCK_SMASH_FAST,ICE_BEAM
151,MEW,ROCK_SMASH_FAST,BLIZZARD
151,MEW,ROCK_SMASH_FAST,HYPER_BEAM
151,MEW,ROCK_SMASH_FAST,SOLAR_BEAM
151,MEW,ROCK_SMASH_FAST,THUNDERBOLT
151,MEW,ROCK_SMASH_FAST,THUNDER
151,MEW,ROCK_SMASH_FAST,FLAME_CHARGE
151,MEW,ROCK_SMASH_FAST,LOW_SWEEP
151,MEW,ROCK_SMASH_FAST,OVERHEAT
151,MEW,ROCK_SMASH_FAST,FOCUS_BLAST
151,MEW,ROCK_SMASH_FAST,ENERGY_BALL
151,MEW,ROCK_SMASH_FAST,STONE_EDGE
151,MEW,ROCK_SMASH_FAST,GYRO_BALL
151,MEW,ROCK_SMASH_FAST,BULLDOZE
151,MEW,ROCK_SMASH_FAST,ROCK_SLIDE
151,MEW,ROCK_SMASH_FAST,GRASS_KNOT
151,MEW,ROCK_SMASH_FAST,FLASH_CANNON
151,MEW,ROCK_SMASH_FAST,WILD_CHARGE
151,MEW,ROCK_SMASH_FAST,DARK_PULSE
151,MEW,ROCK_SMASH_FAST,DAZZLING_GLEAM
151,MEW,ROCK_SMASH_FAST,SURF
151,MEW,SNARL_FAST,PSYCHIC
151,MEW,SNARL_FAST,ANCIENT_POWER
151,MEW,SNARL_FAST,DRAGON_CLAW
151,MEW,SNARL_FAST,PSYSHOCK
151,MEW,SNARL_FAST,ICE_BEAM
151,MEW,SNARL_FAST,BLIZZARD
151,MEW,SNARL_FAST,HYPER_BEAM
151,MEW,SNARL_FAST,SOLAR_BEAM
151,MEW,SNARL_FAST,THUNDERBOLT
151,MEW,SNARL_FAST,THUNDER
151,MEW,SNARL_FAST,FLAME_CHARGE
151,MEW,SNARL_FAST,LOW_SWEEP
151,MEW,SNARL_FAST,OVERHEAT
151,MEW,SNARL_FAST,FOCUS_BLAST
151,MEW,SNARL_FAST,ENERGY_BALL
151,MEW,SNARL_FAST,STONE_EDGE
151,MEW,SNARL_FAST,GYRO_BALL
151,MEW,SNARL_FAST,BULLDOZE
151,MEW,SNARL_FAST,ROCK_SLIDE
151,MEW,SNARL_FAST,GRASS_KNOT
151,MEW,SNARL_FAST,FLASH_CANNON
151,MEW,SNARL_FAST,WILD_CHARGE
151,MEW,SNARL_FAST,DARK_PULSE
151,MEW,SNARL_FAST,DAZZLING_GLEAM
151,MEW,SNARL_FAST,SURF
151,MEW,CUT_FAST,PSYCHIC
151,MEW,CUT_FAST,ANCIENT_POWER
151,MEW,CUT_FAST,DRAGON_CLAW
151,MEW,CUT_FAST,PSYSHOCK
151,MEW,CUT_FAST,ICE_BEAM
151,MEW,CUT_FAST,BLIZZARD
151,MEW,CUT_FAST,HYPER_BEAM
151,MEW,CUT_FAST,SOLAR_BEAM
151,MEW,CUT_FAST,THUNDERBOLT
151,MEW,CUT_FAST,THUNDER
151,MEW,CUT_FAST,FLAME_CHARGE
151,MEW,CUT_FAST,LOW_SWEEP
151,MEW,CUT_FAST,OVERHEAT
151,MEW,CUT_FAST,FOCUS_BLAST
151,MEW,CUT_FAST,ENERGY_BALL
151,MEW,CUT_FAST,STONE_EDGE
151,MEW,CUT_FAST,GYRO_BALL
151,MEW,CUT_FAST,BULLDOZE
151,MEW,CUT_FAST,ROCK_SLIDE
151,MEW,CUT_FAST,GRASS_KNOT
151,MEW,CUT_FAST,FLASH_CANNON
151,MEW,CUT_FAST,WILD_CHARGE
151,MEW,CUT_FAST,DARK_PULSE
151,MEW,CUT_FAST,DAZZLING_GLEAM
151,MEW,CUT_FAST,SURF
151,MEW,WATERFALL_FAST,PSYCHIC
151,MEW,WATERFALL_FAST,ANCIENT_POWER
151,MEW,WATERFALL_FAST,DRAGON_CLAW
151,MEW,WATERFALL_FAST,PSYSHOCK
151,MEW,WATERFALL_FAST,ICE_BEAM
151,MEW,WATERFALL_FAST,BLIZZARD
151,MEW,WATERFALL_FAST,HYPER_BEAM
151,MEW,WATERFALL_FAST,SOLAR_BEAM
151,MEW,WATERFALL_FAST,THUNDERBOLT
151,MEW,WATERFALL_FAST,THUNDER
151,MEW,WATERFALL_FAST,FLAME_CHARGE
151,MEW,WATERFALL_FAST,LOW_SWEEP
151,MEW,WATERFALL_FAST,OVERHEAT
151,MEW,WATERFALL_FAST,FOCUS_BLAST
151,MEW,WATERFALL_FAST,ENERGY_BALL
151,MEW,WATERFALL_FAST,STONE_EDGE
151,MEW,WATERFALL_FAST,GYRO_BALL
151,MEW,WATERFALL_FAST,BULLDOZE
151,MEW,WATERFALL_FAST,ROCK_SLIDE
151,MEW,WATERFALL_FAST,GRASS_KNOT
151,MEW,WATERFALL_FAST,FLASH_CANNON
151,MEW,WATERFALL_FAST,WILD_CHARGE
151,MEW,WATERFALL_FAST,DARK_PULSE
151,MEW,WATERFALL_FAST,DAZZLING_GLEAM
151,MEW,WATERFALL_FAST,SURF
152,CHIKORITA,VINE_WHIP_FAST,ENERGY_BALL
152,CHIKORITA,VINE_WHIP_FAST,GRASS_KNOT
152,CHIKORITA,VINE_WHIP_FAST,BODY_SLAM
152,CHIKORITA,TACKLE_FAST,ENERGY_BALL
152,CHIKORITA,TACKLE_FAST,GRASS_KNOT
152,CHIKORITA,TACKLE_FAST,BODY_SLAM
153,BAYLEEF,RAZOR_LEAF_FAST,ENERGY_BALL
153,BAYLEEF,RAZOR_LEAF_FAST,GRASS_KNOT
153,BAYLEEF,RAZOR_LEAF_FAST,ANCIENT_POWER
153,BAYLEEF,TACKLE_FAST,ENERGY_BALL
153,BAYLEEF,TACKLE_FAST,GRASS_KNOT
153,BAYLEEF,TACKLE_FAST,ANCIENT_POWER
154,MEGANIUM,RAZOR_LEAF_FAST,PETAL_BLIZZARD
154,MEGANIUM,RAZOR_LEAF_FAST,SOLAR_BEAM
154,MEGANIUM,RAZOR_LEAF_FAST,EARTHQUAKE
154,MEGANIUM,VINE_WHIP_FAST,PETAL_BLIZZARD
154,MEGANIUM,VINE_WHIP_FAST,SOLAR_BEAM
154,MEGANIUM,VINE_WHIP_FAST,EARTHQUAKE
155,CYNDAQUIL,EMBER_FAST,FLAME_CHARGE
155,CYNDAQUIL,EMBER_FAST,SWIFT
155,CYNDAQUIL,EMBER_FAST,FLAMETHROWER
155,CYNDAQUIL,TACKLE_FAST,FLAME_CHARGE
155,CYNDAQUIL,TACKLE_FAST,SWIFT
155,CYNDAQUIL,TACKLE_FAST,FLAMETHROWER
156,QUILAVA,EMBER_FAST,FLAME_CHARGE
156,QUILAVA,EMBER_FAST,DIG
156,QUILAVA,EMBER_FAST,FLAMETHROWER
156,QUILAVA,TACKLE_FAST,FLAME_CHARGE
156,QUILAVA,TACKLE_FAST,DIG
156,QUILAVA,TACKLE_FAST,FLAMETHROWER
157,TYPHLOSION,EMBER_FAST,FIRE_BLAST
157,TYPHLOSION,EMBER_FAST,OVERHEAT
157,TYPHLOSION,EMBER_FAST,SOLAR_BEAM
157,TYPHLOSION,SHADOW_CLAW_FAST,FIRE_BLAST
157,TYPHLOSION,SHADOW_CLAW_FAST,OVERHEAT
157,TYPHLOSION,SHADOW_CLAW_FAST,SOLAR_BEAM
157,TYPHLOSION,INCINERATE_FAST,FIRE_BLAST
157,TYPHLOSION,INCINERATE_FAST,OVERHEAT
157,TYPHLOSION,INCINERATE_FAST,SOLAR_BEAM
158,TOTODILE,WATER_GUN_FAST,CRUNCH
158,TOTODILE,WATER_GUN_FAST,AQUA_JET
158,TOTODILE,WATER_GUN_FAST,WATER_PULSE
158,TOTODILE,SCRATCH_FAST,CRUNCH
158,TOTODILE,SCRATCH_FAST,AQUA_JET
158,TOTODILE,SCRATCH_FAST,WATER_PULSE
159,CROCONAW,WATER_GUN_FAST,CRUNCH
159,CROCONAW,WATER_GUN_FAST,ICE_PUNCH
159,CROCONAW,WATER_GUN_FAST,WATER_PULSE
159,CROCONAW,SCRATCH_FAST,CRUNCH
159,CROCONAW,SCRATCH_FAST,ICE_PUNCH
159,CROCONAW,SCRATCH_FAST,WATER_PULSE
160,FERALIGATR,WATERFALL_FAST,CRUNCH
160,FERALIGATR,WATERFALL_FAST,HYDRO_PUMP
160,FERALIGATR,WATERFALL_FAST,ICE_BEAM
160,FERALIGATR,BITE_FAST,CRUNCH
160,FERALIGATR,BITE_FAST,HYDRO_PUMP
160,FERALIGATR,BITE_FAST,ICE_BEAM
160,FERALIGATR,ICE_FANG_FAST,CRUNCH
160,FERALIGATR,ICE_FANG_FAST,HYDRO_PUMP
160,FERALIGATR,ICE_FANG_FAST,ICE_BEAM
161,SENTRET,SCRATCH_FAST,DIG
161,SENTRET,SCRATCH_FAST,BRICK_BREAK
161,SENTRET,SCRATCH_FAST,GRASS_KNOT
161,SENTRET,QUICK_ATTACK_FAST,DIG
161,SENTRET,QUICK_ATTACK_FAST,BRICK_BREAK
161,SENTRET,QUICK_ATTACK_FAST,GRASS_KNOT
162,FURRET,QUICK_ATTACK_FAST,DIG
162,FURRET,QUICK_ATTACK_FAST,BRICK_BREAK
162,FURRET,QUICK_ATTACK_FAST,HYPER_BEAM
162,FURRET,SUCKER_PUNCH_FAST,DIG
162,FURRET,SUCKER_PUNCH_FAST,BRICK_BREAK
162,FURRET,SUCKER_PUNCH_FAST,HYPER_BEAM
163,HOOTHOOT,FEINT_ATTACK_FAST,AERIAL_ACE
163,HOOTHOOT,FEINT_ATTACK_FAST,SKY_ATTACK
163,HOOTHOOT,FEINT_ATTACK_FAST,NIGHT_SHADE
163,HOOTHOOT,PECK_FAST,AERIAL_ACE
163,HOOTHOOT,PECK_FAST,SKY_ATTACK
163,HOOTHOOT,PECK_FAST,NIGHT_SHADE
164,NOCTOWL,WING_ATTACK_FAST,PSYCHIC
164,NOCTOWL,WING_ATTACK_FAST,SKY_ATTACK
164,NOCTOWL,WING_ATTACK_FAST,NIGHT_SHADE
164,NOCTOWL,EXTRASENSORY_FAST,PSYCHIC
164,NOCTOWL,EXTRASENSORY_FAST,SKY_ATTACK
164,NOCTOWL,EXTRASENSORY_FAST,NIGHT_SHADE
165,LEDYBA,TACKLE_FAST,SILVER_WIND
165,LEDYBA,TACKLE_FAST,SWIFT
165,LEDYBA,TACKLE_FAST,AERIAL_ACE
165,LEDYBA,BUG_BITE_FAST,SILVER_WIND
165,LEDYBA,BUG_BITE_FAST,SWIFT
165,LEDYBA,BUG_BITE_FAST,AERIAL_ACE
166,LEDIAN,STRUGGLE_BUG_FAST,BUG_BUZZ
166,LEDIAN,STRUGGLE_BUG_FAST,SILVER_WIND
166,LEDIAN,STRUGGLE_BUG_FAST,AERIAL_ACE
166,LEDIAN,BUG_BITE_FAST,BUG_BUZZ
166,LEDIAN,BUG_BITE_FAST,SILVER_WIND
166,LEDIAN,BUG_BITE_FAST,AERIAL_ACE
167,SPINARAK,POISON_STING_FAST,NIGHT_SLASH
167,SPINARAK,POISON_STING_FAST,SIGNAL_BEAM
167,SPINARAK,POISON_STING_FAST,CROSS_POISON
167,SPINARAK,BUG_BITE_FAST,NIGHT_SLASH
167,SPINARAK,BUG_BITE_FAST,SIGNAL_BEAM
167,SPINARAK,BUG_BITE_FAST,CROSS_POISON
168,ARIADOS,POISON_STING_FAST,SHADOW_SNEAK
168,ARIADOS,POISON_STING_FAST,MEGAHORN
168,ARIADOS,POISON_STING_FAST,CROSS_POISON
168,ARIADOS,POISON_STING_FAST,LUNGE
168,ARIADOS,INFESTATION_FAST,SHADOW_SNEAK
168,ARIADOS,INFESTATION_FAST,MEGAHORN
168,ARIADOS,INFESTATION_FAST,CROSS_POISON
168,ARIADOS,INFESTATION_FAST,LUNGE
169,CROBAT,AIR_SLASH_FAST,SHADOW_BALL
169,CROBAT,AIR_SLASH_FAST,AIR_CUTTER
169,CROBAT,AIR_SLASH_FAST,SLUDGE_BOMB
169,CROBAT,AIR_SLASH_FAST,POISON_FANG
169,CROBAT,AIR_SLASH_FAST,CROSS_POISON
169,CROBAT,BITE_FAST,SHADOW_BALL
169,CROBAT,BITE_FAST,AIR_CUTTER
169,CROBAT,BITE_FAST,SLUDGE_BOMB
169,CROBAT,BITE_FAST,POISON_FANG
169,CROBAT,BITE_FAST,CROSS_POISON
170,CHINCHOU,BUBBLE_FAST,WATER_PULSE
170,CHINCHOU,BUBBLE_FAST,THUNDERBOLT
170,CHINCHOU,BUBBLE_FAST,BUBBLE_BEAM
170,CHINCHOU,SPARK_FAST,WATER_PULSE
170,CHINCHOU,SPARK_FAST,THUNDERBOLT
170,CHINCHOU,SPARK_FAST,BUBBLE_BEAM
171,LANTURN,WATER_GUN_FAST,HYDRO_PUMP
171,LANTURN,WATER_GUN_FAST,THUNDERBOLT
171,LANTURN,WATER_GUN_FAST,THUNDER
171,LANTURN,CHARGE_BEAM_FAST,HYDRO_PUMP
171,LANTURN,CHARGE_BEAM_FAST,THUNDERBOLT
171,LANTURN,CHARGE_BEAM_FAST,THUNDER
171,LANTURN,SPARK_FAST,HYDRO_PUMP
171,LANTURN,SPARK_FAST,THUNDERBOLT
171,LANTURN,SPARK_FAST,THUNDER
172,PICHU,THUNDER_SHOCK_FAST,THUNDERBOLT
172,PICHU,THUNDER_SHOCK_FAST,DISARMING_VOICE
172,PICHU,THUNDER_SHOCK_FAST,THUNDER_PUNCH
173,CLEFFA,POUND_FAST,GRASS_KNOT
173,CLEFFA,POUND_FAST,PSYSHOCK
173,CLEFFA,POUND_FAST,SIGNAL_BEAM
173,CLEFFA,ZEN_HEADBUTT_FAST,GRASS_KNOT
173,CLEFFA,ZEN_HEADBUTT_FAST,PSYSHOCK
173,CLEFFA,ZEN_HEADBUTT_FAST,SIGNAL_BEAM
174,IGGLYBUFF,POUND_FAST,WILD_CHARGE
174,IGGLYBUFF,POUND_FAST,SHADOW_BALL
174,IGGLYBUFF,POUND_FAST,PSYCHIC
174,IGGLYBUFF,FEINT_ATTACK_FAST,WILD_CHARGE
174,IGGLYBUFF,FEINT_ATTACK_FAST,SHADOW_BALL
174,IGGLYBUFF,FEINT_ATTACK_FAST,PSYCHIC
175,TOGEPI,HIDDEN_POWER_FAST,ANCIENT_POWER
175,TOGEPI,HIDDEN_POWER_FAST,PSYSHOCK
175,TOGEPI,HIDDEN_POWER_FAST,DAZZLING_GLEAM
175,TOGEPI,PECK_FAST,ANCIENT_POWER
175,TOGEPI,PECK_FAST,PSYSHOCK
175,TOGEPI,PECK_FAST,DAZZLING_GLEAM
176,TOGETIC,EXTRASENSORY_FAST,ANCIENT_POWER
176,TOGETIC,EXTRASENSORY_FAST,DAZZLING_GLEAM
176,TOGETIC,EXTRASENSORY_FAST,AERIAL_ACE
176,TOGETIC,HIDDEN_POWER_FAST,ANCIENT_POWER
176,TOGETIC,HIDDEN_POWER_FAST,DAZZLING_GLEAM
176,TOGETIC,HIDDEN_POWER_FAST,AERIAL_ACE
177,NATU,PECK_FAST,NIGHT_SHADE
177,NATU,PECK_FAST,PSYSHOCK
177,NATU,PECK_FAST,DRILL_PECK
177,NATU,QUICK_ATTACK_FAST,NIGHT_SHADE
177,NATU,QUICK_ATTACK_FAST,PSYSHOCK
177,NATU,QUICK_ATTACK_FAST,DRILL_PECK
178,XATU,AIR_SLASH_FAST,OMINOUS_WIND
178,XATU,AIR_SLASH_FAST,FUTURESIGHT
178,XATU,AIR_SLASH_FAST,AERIAL_ACE
178,XATU,FEINT_ATTACK_FAST,OMINOUS_WIND
178,XATU,FEINT_ATTACK_FAST,FUTURESIGHT
178,XATU,FEINT_ATTACK_FAST,AERIAL_ACE
179,MAREEP,TACKLE_FAST,BODY_SLAM
179,MAREEP,TACKLE_FAST,THUNDERBOLT
179,MAREEP,TACKLE_FAST,DISCHARGE
179,MAREEP,THUNDER_SHOCK_FAST,BODY_SLAM
179,MAREEP,THUNDER_SHOCK_FAST,THUNDERBOLT
179,MAREEP,THUNDER_SHOCK_FAST,DISCHARGE
180,FLAAFFY,TACKLE_FAST,POWER_GEM
180,FLAAFFY,TACKLE_FAST,THUNDERBOLT
180,FLAAFFY,TACKLE_FAST,DISCHARGE
180,FLAAFFY,CHARGE_BEAM_FAST,POWER_GEM
180,FLAAFFY,CHARGE_BEAM_FAST,THUNDERBOLT
180,FLAAFFY,CHARGE_BEAM_FAST,DISCHARGE
181,AMPHAROS,CHARGE_BEAM_FAST,ZAP_CANNON
181,AMPHAROS,CHARGE_BEAM_FAST,FOCUS_BLAST
181,AMPHAROS,CHARGE_BEAM_FAST,THUNDER
181,AMPHAROS,CHARGE_BEAM_FAST,POWER_GEM
181,AMPHAROS,CHARGE_BEAM_FAST,THUNDER_PUNCH
181,AMPHAROS,VOLT_SWITCH_FAST,ZAP_CANNON
181,AMPHAROS,VOLT_SWITCH_FAST,FOCUS_BLAST
181,AMPHAROS,VOLT_SWITCH_FAST,THUNDER
181,AMPHAROS,VOLT_SWITCH_FAST,POWER_GEM
181,AMPHAROS,VOLT_SWITCH_FAST,THUNDER_PUNCH
182,BELLOSSOM,RAZOR_LEAF_FAST,LEAF_BLADE
182,BELLOSSOM,RAZOR_LEAF_FAST,PETAL_BLIZZARD
182,BELLOSSOM,RAZOR_LEAF_FAST,DAZZLING_GLEAM
182,BELLOSSOM,ACID_FAST,LEAF_BLADE
182,BELLOSSOM,ACID_FAST,PETAL_BLIZZARD
182,BELLOSSOM,ACID_FAST,DAZZLING_GLEAM
182,BELLOSSOM,BULLET_SEED_FAST,LEAF_BLADE
182,BELLOSSOM,BULLET_SEED_FAST,PETAL_BLIZZARD
182,BELLOSSOM,BULLET_SEED_FAST,DAZZLING_GLEAM
183,MARILL,TACKLE_FAST,BUBBLE_BEAM
183,MARILL,TACKLE_FAST,AQUA_TAIL
183,MARILL,TACKLE_FAST,BODY_SLAM
183,MARILL,BUBBLE_FAST,BUBBLE_BEAM
183,MARILL,BUBBLE_FAST,AQUA_TAIL
183,MARILL,BUBBLE_FAST,BODY_SLAM
184,AZUMARILL,ROCK_SMASH_FAST,PLAY_ROUGH
184,AZUMARILL,ROCK_SMASH_FAST,HYDRO_PUMP
184,AZUMARILL,ROCK_SMASH_FAST,ICE_BEAM
184,AZUMARILL,BUBBLE_FAST,PLAY_ROUGH
184,AZUMARILL,BUBBLE_FAST,HYDRO_PUMP
184,AZUMARILL,BUBBLE_FAST,ICE_BEAM
185,SUDOWOODO,ROCK_THROW_FAST,STONE_EDGE
185,SUDOWOODO,ROCK_THROW_FAST,EARTHQUAKE
185,SUDOWOODO,ROCK_THROW_FAST,ROCK_SLIDE
185,SUDOWOODO,COUNTER_FAST,STONE_EDGE
185,SUDOWOODO,COUNTER_FAST,EARTHQUAKE
185,SUDOWOODO,COUNTER_FAST,ROCK_SLIDE
186,POLITOED,MUD_SHOT_FAST,HYDRO_PUMP
186,POLITOED,MUD_SHOT_FAST,BLIZZARD
186,POLITOED,MUD_SHOT_FAST,SURF
186,POLITOED,MUD_SHOT_FAST,WEATHER_BALL_WATER
186,POLITOED,BUBBLE_FAST,HYDRO_PUMP
186,POLITOED,BUBBLE_FAST,BLIZZARD
186,POLITOED,BUBBLE_FAST,SURF
186,POLITOED,BUBBLE_FAST,WEATHER_BALL_WATER
187,HOPPIP,TACKLE_FAST,GRASS_KNOT
187,HOPPIP,TACKLE_FAST,DAZZLING_GLEAM
187,HOPPIP,TACKLE_FAST,SEED_BOMB
187,HOPPIP,BULLET_SEED_FAST,GRASS_KNOT
187,HOPPIP,BULLET_SEED_FAST,DAZZLING_GLEAM
187,HOPPIP,BULLET_SEED_FAST,SEED_BOMB
188,SKIPLOOM,TACKLE_FAST,GRASS_KNOT
188,SKIPLOOM,TACKLE_FAST,DAZZLING_GLEAM
188,SKIPLOOM,TACKLE_FAST,ENERGY_BALL
188,SKIPLOOM,BULLET_SEED_FAST,GRASS_KNOT
188,SKIPLOOM,BULLET_SEED_FAST,DAZZLING_GLEAM
188,SKIPLOOM,BULLET_SEED_FAST,ENERGY_BALL
189,JUMPLUFF,INFESTATION_FAST,ENERGY_BALL
189,JUMPLUFF,INFESTATION_FAST,DAZZLING_GLEAM
189,JUMPLUFF,INFESTATION_FAST,SOLAR_BEAM
189,JUMPLUFF,INFESTATION_FAST,AERIAL_ACE
189,JUMPLUFF,BULLET_SEED_FAST,ENERGY_BALL
189,JUMPLUFF,BULLET_SEED_FAST,DAZZLING_GLEAM
189,JUMPLUFF,BULLET_SEED_FAST,SOLAR_BEAM
189,JUMPLUFF,BULLET_SEED_FAST,AERIAL_ACE
190,AIPOM,SCRATCH_FAST,LOW_SWEEP
190,AIPOM,SCRATCH_FAST,SWIFT
190,AIPOM,SCRATCH_FAST,AERIAL_ACE
190,AIPOM,ASTONISH_FAST,LOW_SWEEP
190,AIPOM,ASTONISH_FAST,SWIFT
190,AIPOM,ASTONISH_FAST,AERIAL_ACE
191,SUNKERN,RAZOR_LEAF_FAST,ENERGY_BALL
191,SUNKERN,RAZOR_LEAF_FAST,GRASS_KNOT
191,SUNKERN,RAZOR_LEAF_FAST,SEED_BOMB
191,SUNKERN,CUT_FAST,ENERGY_BALL
191,SUNKERN,CUT_FAST,GRASS_KNOT
191,SUNKERN,CUT_FAST,SEED_BOMB
192,SUNFLORA,RAZOR_LEAF_FAST,SOLAR_BEAM
192,SUNFLORA,RAZOR_LEAF_FAST,PETAL_BLIZZARD
192,SUNFLORA,RAZOR_LEAF_FAST,SLUDGE_BOMB
192,SUNFLORA,RAZOR_LEAF_FAST,LEAF_STORM
192,SUNFLORA,BULLET_SEED_FAST,SOLAR_BEAM
192,SUNFLORA,BULLET_SEED_FAST,PETAL_BLIZZARD
192,SUNFLORA,BULLET_SEED_FAST,SLUDGE_BOMB
192,SUNFLORA,BULLET_SEED_FAST,LEAF_STORM
193,YANMA,QUICK_ATTACK_FAST,ANCIENT_POWER
193,YANMA,QUICK_ATTACK_FAST,AERIAL_ACE
193,YANMA,QUICK_ATTACK_FAST,SILVER_WIND
193,YANMA,WING_ATTACK_FAST,ANCIENT_POWER
193,YANMA,WING_ATTACK_FAST,AERIAL_ACE
193,YANMA,WING_ATTACK_FAST,SILVER_WIND
194,WOOPER,WATER_GUN_FAST,MUD_BOMB
194,WOOPER,WATER_GUN_FAST,DIG
194,WOOPER,WATER_GUN_FAST,BODY_SLAM
194,WOOPER,MUD_SHOT_FAST,MUD_BOMB
194,WOOPER,MUD_SHOT_FAST,DIG
194,WOOPER,MUD_SHOT_FAST,BODY_SLAM
195,QUAGSIRE,WATER_GUN_FAST,SLUDGE_BOMB
195,QUAGSIRE,WATER_GUN_FAST,EARTHQUAKE
195,QUAGSIRE,WATER_GUN_FAST,STONE_EDGE
195,QUAGSIRE,WATER_GUN_FAST,ACID_SPRAY
195,QUAGSIRE,MUD_SHOT_FAST,SLUDGE_BOMB
195,QUAGSIRE,MUD_SHOT_FAST,EARTHQUAKE
195,QUAGSIRE,MUD_SHOT_FAST,STONE_EDGE
195,QUAGSIRE,MUD_SHOT_FAST,ACID_SPRAY
196,ESPEON,CONFUSION_FAST,PSYBEAM
196,ESPEON,CONFUSION_FAST,PSYCHIC
196,ESPEON,CONFUSION_FAST,FUTURESIGHT
196,ESPEON,ZEN_HEADBUTT_FAST,PSYBEAM
196,ESPEON,ZEN_HEADBUTT_FAST,PSYCHIC
196,ESPEON,ZEN_HEADBUTT_FAST,FUTURESIGHT
197,UMBREON,FEINT_ATTACK_FAST,DARK_PULSE
197,UMBREON,FEINT_ATTACK_FAST,FOUL_PLAY
197,UMBREON,SNARL_FAST,DARK_PULSE
197,UMBREON,SNARL_FAST,FOUL_PLAY
198,MURKROW,PECK_FAST,DRILL_PECK
198,MURKROW,PECK_FAST,FOUL_PLAY
198,MURKROW,PECK_FAST,DARK_PULSE
198,MURKROW,FEINT_ATTACK_FAST,DRILL_PECK
198,MURKROW,FEINT_ATTACK_FAST,FOUL_PLAY
198,MURKROW,FEINT_ATTACK_FAST,DARK_PULSE
199,SLOWKING,WATER_GUN_FAST,BLIZZARD
199,SLOWKING,WATER_GUN_FAST,PSYCHIC
199,SLOWKING,WATER_GUN_FAST,FIRE_BLAST
199,SLOWKING,CONFUSION_FAST,BLIZZARD
199,SLOWKING,CONFUSION_FAST,PSYCHIC
199,SLOWKING,CONFUSION_FAST,FIRE_BLAST
200,MISDREAVUS,ASTONISH_FAST,SHADOW_SNEAK
200,MISDREAVUS,ASTONISH_FAST,DARK_PULSE
200,MISDREAVUS,ASTONISH_FAST,OMINOUS_WIND
200,MISDREAVUS,HEX_FAST,SHADOW_SNEAK
200,MISDREAVUS,HEX_FAST,DARK_PULSE
200,MISDREAVUS,HEX_FAST,OMINOUS_WIND
